水体要素编号,多边形编号,环编号,点序号,名称,水体类型,OSM编号,经度,纬度
WS019,1,1,14,未记录,一般水体,387844253,109.0932571,22.8932612
WS019,1,1,15,未记录,一般水体,387844253,109.0929092,22.8939805
WS019,1,1,16,未记录,一般水体,387844253,109.0923604,22.8943152
WS019,1,1,17,未记录,一般水体,387844253,109.0914018,22.8945431
WS019,1,1,18,未记录,一般水体,387844253,109.0906906,22.8945503
WS019,1,1,19,未记录,一般水体,387844253,109.09042,22.8943651
WS019,1,1,20,未记录,一般水体,387844253,109.0902499,22.8948137
WS019,1,1,21,未记录,一般水体,387844253,109.0905823,22.8950345
WS019,1,1,22,未记录,一般水体,387844253,109.0910694,22.8953692
WS019,1,1,23,未记录,一般水体,387844253,109.0910848,22.8955045
WS019,1,1,24,未记录,一般水体,387844253,109.0912626,22.8956683
WS019,1,1,25,未记录,一般水体,387844253,109.0911621,22.8957751
WS019,1,1,26,未记录,一般水体,387844253,109.0913631,22.8959603
WS020,1,1,1,未记录,一般水体,387873269,109.1957059,22.8972819
WS020,1,1,2,未记录,一般水体,387873269,109.1956055,22.8967055
WS020,1,1,3,未记录,一般水体,387873269,109.1955129,22.8964707
WS020,1,1,4,未记录,一般水体,387873269,109.1953507,22.8964423
WS020,1,1,5,未记录,一般水体,387873269,109.1946864,22.8967482
WS020,1,1,6,未记录,一般水体,387873269,109.1944856,22.8969403
WS020,1,1,7,未记录,一般水体,387873269,109.1945011,22.8974597
WS020,1,1,8,未记录,一般水体,387873269,109.1946478,22.897602
WS020,1,1,9,未记录,一般水体,387873269,109.1949104,22.8976447
WS020,1,1,10,未记录,一般水体,387873269,109.195173,22.897538
WS020,1,1,11,未记录,一般水体,387873269,109.1954974,22.8973957
WS020,1,1,12,未记录,一般水体,387873269,109.1956442,22.8973957
WS020,1,1,13,未记录,一般水体,387873269,109.1957059,22.8972819
WS021,1,1,1,未记录,一般水体,387873270,109.1690287,22.9025326
WS021,1,1,2,未记录,一般水体,387873270,109.168936,22.9023121
WS021,1,1,3,未记录,一般水体,387873270,109.1685189,22.9020844
WS021,1,1,4,未记录,一般水体,387873270,109.1682717,22.9020631
WS021,1,1,5,未记录,一般水体,387873270,109.1682795,22.9021698
WS021,1,1,6,未记录,一般水体,387873270,109.1679551,22.9025184
WS021,1,1,7,未记录,一般水体,387873270,109.1678856,22.9026892
WS021,1,1,8,未记录,一般水体,387873270,109.1676847,22.902988
WS021,1,1,9,未记录,一般水体,387873270,109.1678547,22.9031658
WS021,1,1,10,未记录,一般水体,387873270,109.1680941,22.9030378
WS021,1,1,11,未记录,一般水体,387873270,109.1681327,22.9029168
WS021,1,1,12,未记录,一般水体,387873270,109.1685343,22.902682
WS021,1,1,13,未记录,一般水体,387873270,109.1688742,22.9025255
WS021,1,1,14,未记录,一般水体,387873270,109.1690287,22.9025326
WS022,1,1,1,未记录,一般水体,387873271,109.1943543,22.8904513
WS022,1,1,2,未记录,一般水体,387873271,109.1955206,22.8901809
WS022,1,1,3,未记录,一般水体,387873271,109.1954356,22.8897326
WS022,1,1,4,未记录,一般水体,387873271,109.1956442,22.8892203
WS022,1,1,5,未记录,一般水体,387873271,109.1953584,22.8884732
WS022,1,1,6,未记录,一般水体,387873271,109.1949954,22.8885444
WS022,1,1,7,未记录,一般水体,387873271,109.1949104,22.8884803
WS022,1,1,8,未记录,一般水体,387873271,109.1944084,22.8885515
WS022,1,1,9,未记录,一般水体,387873271,109.1943543,22.8888005
WS022,1,1,10,未记录,一般水体,387873271,109.1941612,22.8890353
WS022,1,1,11,未记录,一般水体,387873271,109.1938446,22.8891634
WS022,1,1,12,未记录,一般水体,387873271,109.1938291,22.8895121
WS022,1,1,13,未记录,一般水体,387873271,109.1939604,22.8898892
WS022,1,1,14,未记录,一般水体,387873271,109.1941921,22.8900742
WS022,1,1,15,未记录,一般水体,387873271,109.1942771,22.8902165
WS022,1,1,16,未记录,一般水体,387873271,109.1943543,22.8904513
WS023,1,1,1,未记录,一般水体,387873272,109.1954897,22.8921092
WS023,1,1,2,未记录,一般水体,387873272,109.1955824,22.8916965
WS023,1,1,3,未记录,一般水体,387873272,109.1956055,22.891298
WS023,1,1,4,未记录,一般水体,387873272,109.1956673,22.8911486
WS023,1,1,5,未记录,一般水体,387873272,109.1956982,22.8908782
WS023,1,1,6,未记录,一般水体,387873272,109.1955592,22.8906932
WS023,1,1,7,未记录,一般水体,387873272,109.1955669,22.8903517
WS023,1,1,8,未记录,一般水体,387873272,109.1953507,22.8903446
WS023,1,1,9,未记录,一般水体,387873272,109.1944007,22.8905438
WS023,1,1,10,未记录,一般水体,387873272,109.1943775,22.8908853
WS023,1,1,11,未记录,一般水体,387873272,109.1945474,22.8909849
WS023,1,1,12,未记录,一般水体,387873272,109.1945937,22.8911557
WS023,1,1,13,未记录,一般水体,387873272,109.1947405,22.8913407
WS023,1,1,14,未记录,一般水体,387873272,109.1946555,22.8915399
WS023,1,1,15,未记录,一般水体,387873272,109.1948023,22.8917392
WS023,1,1,16,未记录,一般水体,387873272,109.1948872,22.8919028
WS023,1,1,17,未记录,一般水体,387873272,109.1953352,22.8921518
WS023,1,1,18,未记录,一般水体,387873272,109.1954897,22.8921092
WS024,1,1,1,未记录,一般水体,387873273,109.2000543,22.8901738
WS024,1,1,2,未记录,一般水体,387873273,109.1997994,22.8900813
WS024,1,1,3,未记录,一般水体,387873273,109.1997145,22.8899319
WS024,1,1,4,未记录,一般水体,387873273,109.1995755,22.8899532
WS024,1,1,5,未记录,一般水体,387873273,109.1993978,22.8906292
WS024,1,1,6,未记录,一般水体,387873273,109.1991661,22.891049
WS024,1,1,7,未记录,一般水体,387873273,109.1991893,22.8912055
WS024,1,1,8,未记录,一般水体,387873273,109.1991507,22.8914545
WS024,1,1,9,未记录,一般水体,387873273,109.1992511,22.8914759
WS024,1,1,10,未记录,一般水体,387873273,109.1994442,22.8914047
WS024,1,1,11,未记录,一般水体,387873273,109.1996141,22.8915542
WS024,1,1,12,未记录,一般水体,387873273,109.1999385,22.891483
WS024,1,1,13,未记录,一般水体,387873273,109.1999616,22.8913407
WS024,1,1,14,未记录,一般水体,387873273,109.2000466,22.8912909
WS024,1,1,15,未记录,一般水体,387873273,109.1998844,22.8911344
WS024,1,1,16,未记录,一般水体,387873273,109.1999385,22.890928
WS024,1,1,17,未记录,一般水体,387873273,109.1998999,22.8907217
WS024,1,1,18,未记录,一般水体,387873273,109.200008,22.8905296
WS024,1,1,19,未记录,一般水体,387873273,109.2001393,22.8904797
WS024,1,1,20,未记录,一般水体,387873273,109.200147,22.8902876
WS024,1,1,21,未记录,一般水体,387873273,109.2000543,22.8901738
WS025,1,1,1,未记录,一般水体,387873275,109.1698551,22.9022338
WS025,1,1,2,未记录,一般水体,387873275,109.1699169,22.9018852
WS025,1,1,3,未记录,一般水体,387873275,109.1696929,22.9017073
WS025,1,1,4,未记录,一般水体,387873275,109.169577,22.901501
WS025,1,1,5,未记录,一般水体,387873275,109.1696234,22.9012804
WS025,1,1,6,未记录,一般水体,387873275,109.1693917,22.9012164
WS025,1,1,7,未记录,一般水体,387873275,109.1694303,22.9007966
WS025,1,1,8,未记录,一般水体,387873275,109.1693067,22.9006188
WS025,1,1,9,未记录,一般水体,387873275,109.1693299,22.9004053
WS025,1,1,10,未记录,一般水体,387873275,109.1691986,22.9003413
WS025,1,1,11,未记录,一般水体,387873275,109.1691136,22.9002203
WS025,1,1,12,未记录,一般水体,387873275,109.1688047,22.9001776
WS025,1,1,13,未记录,一般水体,387873275,109.1682949,22.9001634
WS025,1,1,14,未记录,一般水体,387873275,109.1680555,22.900263
WS025,1,1,15,未记录,一般水体,387873275,109.1675998,22.9001634
WS025,1,1,16,未记录,一般水体,387873275,109.1668043,22.9004124
WS025,1,1,17,未记录,一般水体,387873275,109.1666652,22.9004765
WS025,1,1,18,未记录,一般水体,387873275,109.1664335,22.900448
WS025,1,1,19,未记录,一般水体,387873275,109.1661709,22.9003697
WS025,1,1,20,未记录,一般水体,387873275,109.1660628,22.9003626
WS025,1,1,21,未记录,一般水体,387873275,109.1660087,22.9005263
WS025,1,1,22,未记录,一般水体,387873275,109.165862,22.9005476
WS025,1,1,23,未记录,一般水体,387873275,109.1658465,22.9006543
WS025,1,1,24,未记录,一般水体,387873275,109.1656303,22.9006614
WS025,1,1,25,未记录,一般水体,387873275,109.1655762,22.9008251
WS025,1,1,26,未记录,一般水体,387873275,109.1654835,22.9009318
WS025,1,1,27,未记录,一般水体,387873275,109.1652982,22.9009532
WS025,1,1,28,未记录,一般水体,387873275,109.1651514,22.9011026
WS025,1,1,29,未记录,一般水体,387873275,109.1651051,22.9012733
WS025,1,1,30,未记录,一般水体,387873275,109.1659083,22.9011951
WS025,1,1,31,未记录,一般水体,387873275,109.1660473,22.9009176
WS025,1,1,32,未记录,一般水体,387873275,109.1662482,22.9007966
WS025,1,1,33,未记录,一般水体,387873275,109.1661632,22.9011026
WS025,1,1,34,未记录,一般水体,387873275,109.1664412,22.9010599
WS025,1,1,35,未记录,一般水体,387873275,109.1668506,22.9011595
WS025,1,1,36,未记录,一般水体,387873275,109.16709,22.9013872
WS025,1,1,37,未记录,一般水体,387873275,109.1672986,22.9016504
WS025,1,1,38,未记录,一般水体,387873275,109.1675612,22.90175
WS025,1,1,39,未记录,一般水体,387873275,109.1678238,22.9019919
WS025,1,1,40,未记录,一般水体,387873275,109.1681404,22.9020061
WS025,1,1,41,未记录,一般水体,387873275,109.1684339,22.901935
WS025,1,1,42,未记录,一般水体,387873275,109.1688665,22.9021413
WS025,1,1,43,未记录,一般水体,387873275,109.1690287,22.9022907
WS025,1,1,44,未记录,一般水体,387873275,109.1691445,22.9024046
WS025,1,1,45,未记录,一般水体,387873275,109.1695848,22.9023405
WS025,1,1,46,未记录,一般水体,387873275,109.1696774,22.9022409
WS025,1,1,47,未记录,一般水体,387873275,109.1698551,22.9022338
WS026,1,1,1,未记录,一般水体,387873276,109.1696234,22.9029239
WS026,1,1,2,未记录,一般水体,387873276,109.1697701,22.9025042
WS026,1,1,3,未记录,一般水体,387873276,109.1696543,22.9024615
WS026,1,1,4,未记录,一般水体,387873276,109.169353,22.9024615
WS026,1,1,5,未记录,一般水体,387873276,109.1691291,22.9025753
WS026,1,1,6,未记录,一般水体,387873276,109.1691445,22.9026892
WS026,1,1,7,未记录,一般水体,387873276,109.169299,22.9027532
WS026,1,1,8,未记录,一般水体,387873276,109.1694612,22.9029097
WS026,1,1,9,未记录,一般水体,387873276,109.1696234,22.9029239
WS027,1,1,1,大陆水库,水库,488119411,109.2528319,22.9349238
WS027,1,1,2,大陆水库,水库,488119411,109.2530733,22.9344791
WS027,1,1,3,大陆水库,水库,488119411,109.2531323,22.9338616
WS027,1,1,4,大陆水库,水库,488119411,109.2532825,22.9337529
WS027,1,1,5,大陆水库,水库,488119411,109.2537278,22.9337035
WS027,1,1,6,大陆水库,水库,488119411,109.2540282,22.9336393
WS027,1,1,7,大陆水库,水库,488119411,109.2544305,22.9336244
WS027,1,1,8,大陆水库,水库,488119411,109.2547148,22.9335059
WS027,1,1,9,大陆水库,水库,488119411,109.2549294,22.9334713
WS027,1,1,10,大陆水库,水库,488119411,109.2551064,22.93358
WS027,1,1,11,大陆水库,水库,488119411,109.2552727,22.9338715
WS027,1,1,12,大陆水库,水库,488119411,109.2556214,22.9340147
WS027,1,1,13,大陆水库,水库,488119411,109.2561793,22.9340197
WS027,1,1,14,大陆水库,水库,488119411,109.2564261,22.9339752
WS027,1,1,15,大陆水库,水库,488119411,109.2566997,22.9339653
WS027,1,1,16,大陆水库,水库,488119411,109.2568552,22.9338912
WS027,1,1,17,大陆水库,水库,488119411,109.2570591,22.9338319
WS027,1,1,18,大陆水库,水库,488119411,109.2573112,22.9338418
WS027,1,1,19,大陆水库,水库,488119411,109.2573971,22.9339653
WS027,1,1,20,大陆水库,水库,488119411,109.2578638,22.9339703
WS027,1,1,21,大陆水库,水库,488119411,109.2579496,22.9341876
WS027,1,1,22,大陆水库,水库,488119411,109.2582446,22.9343359
WS027,1,1,23,大陆水库,水库,488119411,109.2582822,22.9345038
WS027,1,1,24,大陆水库,水库,488119411,109.2581803,22.934736
WS027,1,1,25,大陆水库,水库,488119411,109.2584914,22.9347064
WS027,1,1,26,大陆水库,水库,488119411,109.2588615,22.9349732
WS027,1,1,27,大陆水库,水库,488119411,109.2591512,22.9350127
WS027,1,1,28,大陆水库,水库,488119411,109.2595321,22.9349979
WS027,1,1,29,大陆水库,水库,488119411,109.2599398,22.9348101
WS027,1,1,30,大陆水库,水库,488119411,109.2601597,22.9346323
WS027,1,1,31,大陆水库,水库,488119411,109.2603743,22.9344396
WS027,1,1,32,大陆水库,水库,488119411,109.2605352,22.9343803
WS027,1,1,33,大陆水库,水库,488119411,109.2606908,22.9341975
WS027,1,1,34,大陆水库,水库,488119411,109.2608303,22.9342321
WS027,1,1,35,大陆水库,水库,488119411,109.2608625,22.9343309
WS027,1,1,36,大陆水库,水库,488119411,109.2606962,22.934652
WS027,1,1,37,大陆水库,水库,488119411,109.2607498,22.9347755
WS027,1,1,38,大陆水库,水库,488119411,109.2606318,22.9351115
WS027,1,1,39,大陆水库,水库,488119411,109.2607605,22.9353486
WS027,1,1,40,大陆水库,水库,488119411,109.2607766,22.935487
WS027,1,1,41,大陆水库,水库,488119411,109.2606372,22.9356747
WS027,1,1,42,大陆水库,水库,488119411,109.2605942,22.9359415
WS027,1,1,43,大陆水库,水库,488119411,109.2605406,22.9361588
WS027,1,1,44,大陆水库,水库,488119411,109.2605889,22.9362725
WS027,1,1,45,大陆水库,水库,488119411,109.2606157,22.936396
WS027,1,1,46,大陆水库,水库,488119411,109.2604387,22.936559
WS027,1,1,47,大陆水库,水库,488119411,109.2603421,22.9369789
WS027,1,1,48,大陆水库,水库,488119411,109.2605299,22.9369443
WS027,1,1,49,大陆水库,水库,488119411,109.2610127,22.9363762
WS027,1,1,50,大陆水库,水库,488119411,109.2612165,22.9363416
WS027,1,1,51,大陆水库,水库,488119411,109.2615008,22.93648
WS027,1,1,52,大陆水库,水库,488119411,109.2617315,22.9367368
WS027,1,1,53,大陆水库,水库,488119411,109.2616832,22.9364602
WS027,1,1,54,大陆水库,水库,488119411,109.2614526,22.9362132
WS027,1,1,55,大陆水库,水库,488119411,109.261297,22.9357933
WS027,1,1,56,大陆水库,水库,488119411,109.2612809,22.9353585
WS027,1,1,57,大陆水库,水库,488119411,109.2613506,22.9346718
WS027,1,1,58,大陆水库,水库,488119411,109.2612326,22.9345088
WS027,1,1,59,大陆水库,水库,488119411,109.2613023,22.9342963
WS027,1,1,60,大陆水库,水库,488119411,109.2615277,22.9341333
WS027,1,1,61,大陆水库,水库,488119411,109.2618656,22.9336689
WS027,1,1,62,大陆水库,水库,488119411,109.2619828,22.9336248
WS027,1,1,63,大陆水库,水库,488119411,109.2621285,22.9335701
WS027,1,1,64,大陆水库,水库,488119411,109.2622363,22.9334616
WS027,1,1,65,大陆水库,水库,488119411,109.2619051,22.9321627
WS027,1,1,66,大陆水库,水库,488119411,109.261356,22.9322658
WS027,1,1,67,大陆水库,水库,488119411,109.2605943,22.9326215
WS027,1,1,68,大陆水库,水库,488119411,109.2600953,22.9325573
WS027,1,1,69,大陆水库,水库,488119411,109.2601329,22.9329278
WS027,1,1,70,大陆水库,水库,488119411,109.2594034,22.9330167
WS027,1,1,71,大陆水库,水库,488119411,109.2588401,22.9334169
WS027,1,1,72,大陆水库,水库,488119411,109.2584163,22.9329772
WS027,1,1,73,大陆水库,水库,488119411,109.2580301,22.9328191
WS027,1,1,74,大陆水库,水库,488119411,109.2574721,22.9325128
WS027,1,1,75,大陆水库,水库,488119411,109.2570537,22.9324535
WS027,1,1,76,大陆水库,水库,488119411,109.2562384,22.9326709
WS027,1,1,77,大陆水库,水库,488119411,109.2558843,22.9325918
WS027,1,1,78,大陆水库,水库,488119411,109.2557502,22.9323202
WS027,1,1,79,大陆水库,水库,488119411,109.2549616,22.9323053
WS027,1,1,80,大陆水库,水库,488119411,109.2535669,22.9326017
WS027,1,1,81,大陆水库,水库,488119411,109.2533898,22.9327006
WS027,1,1,82,大陆水库,水库,488119411,109.2527085,22.9327154
WS027,1,1,83,大陆水库,水库,488119411,109.2524779,22.9327796
WS027,1,1,84,大陆水库,水库,488119411,109.2523599,22.9329575
WS027,1,1,85,大陆水库,水库,488119411,109.2521989,22.9331946
WS027,1,1,86,大陆水库,水库,488119411,109.2521936,22.9337331
WS027,1,1,87,大陆水库,水库,488119411,109.2522579,22.9339258
WS027,1,1,88,大陆水库,水库,488119411,109.2521399,22.934074
WS027,1,1,89,大陆水库,水库,488119411,109.2516893,22.9344791
WS027,1,1,90,大陆水库,水库,488119411,109.2514962,22.9348892
WS027,1,1,91,大陆水库,水库,488119411,109.2515284,22.9352795
WS027,1,1,92,大陆水库,水库,488119411,109.2513943,22.9355215
WS027,1,1,93,大陆水库,水库,488119411,109.2512762,22.935818
WS027,1,1,94,大陆水库,水库,488119411,109.2510563,22.9361984
WS027,1,1,95,大陆水库,水库,488119411,109.2509383,22.9366627
WS027,1,1,96,大陆水库,水库,488119411,109.251067,22.936806
WS027,1,1,97,大陆水库,水库,488119411,109.2509758,22.9369048
WS027,1,1,98,大陆水库,水库,488119411,109.2507613,22.9369098
WS027,1,1,99,大陆水库,水库,488119411,109.250316,22.9368307
WS027,1,1,100,大陆水库,水库,488119411,109.2501122,22.9368208
WS027,1,1,101,大陆水库,水库,488119411,109.2506647,22.9370629
WS027,1,1,102,大陆水库,水库,488119411,109.2510885,22.937058
WS027,1,1,103,大陆水库,水库,488119411,109.2512333,22.9369196
WS027,1,1,104,大陆水库,水库,488119411,109.251228,22.9367665
WS027,1,1,105,大陆水库,水库,488119411,109.2512494,22.9364849
WS027,1,1,106,大陆水库,水库,488119411,109.2514586,22.9361391
WS027,1,1,107,大陆水库,水库,488119411,109.2520219,22.9361391
WS027,1,1,108,大陆水库,水库,488119411,109.2525798,22.9357241
WS027,1,1,109,大陆水库,水库,488119411,109.2527354,22.9355018
WS027,1,1,110,大陆水库,水库,488119411,109.2527568,22.9352844
WS027,1,1,111,大陆水库,水库,488119411,109.2528266,22.935067
WS027,1,1,112,大陆水库,水库,488119411,109.2528319,22.9349238
WS028,1,1,1,未记录,一般水体,488119492,109.3547667,22.8650714
WS028,1,1,2,未记录,一般水体,488119492,109.3541659,22.8649528
WS028,1,1,3,未记录,一般水体,488119492,109.3532861,22.8649528
WS028,1,1,4,未记录,一般水体,488119492,109.3525565,22.865368
WS028,1,1,5,未记录,一般水体,488119492,109.3521274,22.8654075
WS028,1,1,6,未记录,一般水体,488119492,109.3517197,22.8653284
WS028,1,1,7,未记录,一般水体,488119492,109.3504752,22.864755
WS028,1,1,8,未记录,一般水体,488119492,109.3501104,22.8649725
WS028,1,1,9,未记录,一般水体,488119492,109.3496812,22.8650912
WS028,1,1,10,未记录,一般水体,488119492,109.3492091,22.8651702
WS028,1,1,11,未记录,一般水体,488119492,109.348265,22.8651505
WS028,1,1,12,未记录,一般水体,488119492,109.3478359,22.8649923
WS028,1,1,13,未记录,一般水体,488119492,109.3459476,22.8638258
WS028,1,1,14,未记录,一般水体,488119492,109.3443597,22.8620463
WS028,1,1,15,未记录,一般水体,488119492,109.34330633839427,22.8615453
WS028,1,1,16,未记录,一般水体,488119492,109.34148157028008,22.8615453
WS028,1,1,17,未记录,一般水体,488119492,109.341935,22.8622243
WS028,1,1,18,未记录,一般水体,488119492,109.3425358,22.8629163
WS028,1,1,19,未记录,一般水体,488119492,109.342965,22.8636478
WS028,1,1,20,未记录,一般水体,488119492,109.3431581,22.864498
WS028,1,1,21,未记录,一般水体,488119492,109.3431366,22.864933
WS028,1,1,22,未记录,一般水体,488119492,109.3425358,22.8655855
WS028,1,1,23,未记录,一般水体,488119492,109.3421067,22.8657832
WS028,1,1,24,未记录,一般水体,488119492,109.3397892,22.8658227
WS028,1,1,25,未记录,一般水体,488119492,109.3393601,22.8659216
WS028,1,1,26,未记录,一般水体,488119492,109.3388665,22.8662379
WS028,1,1,27,未记录,一般水体,488119492,109.338888,22.8666531
WS028,1,1,28,未记录,一般水体,488119492,109.3395961,22.8673056
WS028,1,1,29,未记录,一般水体,488119492,109.34039,22.8677208
WS028,1,1,30,未记录,一般水体,488119492,109.3402828,22.8681557
WS028,1,1,31,未记录,一般水体,488119492,109.3403042,22.8685709
WS028,1,1,32,未记录,一般水体,488119492,109.3407977,22.8686895
WS028,1,1,33,未记录,一般水体,488119492,109.3416131,22.8681557
WS028,1,1,34,未记录,一般水体,488119492,109.3421067,22.867958
WS028,1,1,35,未记录,一般水体,488119492,109.3440808,22.867701
WS028,1,1,36,未记录,一般水体,488119492,109.3451107,22.8677208
WS028,1,1,37,未记录,一般水体,488119492,109.346012,22.8678592
WS028,1,1,38,未记录,一般水体,488119492,109.3474067,22.8683732
WS028,1,1,39,未记录,一般水体,488119492,109.3478573,22.8685709
WS028,1,1,40,未记录,一般水体,488119492,109.3481792,22.8688675
WS028,1,1,41,未记录,一般水体,488119492,109.3481363,22.8692629
WS028,1,1,42,未记录,一般水体,488119492,109.3479646,22.8696385
WS028,1,1,43,未记录,一般水体,488119492,109.3479646,22.8700735
WS028,1,1,44,未记录,一般水体,488119492,109.3481577,22.8705085
WS028,1,1,45,未记录,一般水体,488119492,109.3488015,22.8703108
WS028,1,1,46,未记录,一般水体,488119492,109.3491877,22.8699944
WS028,1,1,47,未记录,一般水体,488119492,109.349531,22.8695792
WS028,1,1,48,未记录,一般水体,488119492,109.3498529,22.8687686
WS028,1,1,49,未记录,一般水体,488119492,109.3501533,22.8684127
WS028,1,1,50,未记录,一般水体,488119492,109.350561,22.868215
WS028,1,1,51,未记录,一般水体,488119492,109.3512905,22.8680964
WS028,1,1,52,未记录,一般水体,488119492,109.3518484,22.8680964
WS028,1,1,53,未记录,一般水体,488119492,109.3522776,22.8683139
WS028,1,1,54,未记录,一般水体,488119492,109.3524278,22.8687093
WS028,1,1,55,未记录,一般水体,488119492,109.3529857,22.8689466
WS028,1,1,56,未记录,一般水体,488119492,109.3547667,22.8650714
WS029,1,1,1,未记录,水库,488313188,109.3993128,22.8950814
WS029,1,1,2,未记录,水库,488313188,109.4019306,22.8958919
WS029,1,1,3,未记录,水库,488313188,109.402274,22.8961291
WS029,1,1,4,未记录,水库,488313188,109.4024456,22.8973546
WS029,1,1,5,未记录,水库,488313188,109.4026173,22.8977104
WS029,1,1,6,未记录,水库,488313188,109.4030464,22.8977895
WS029,1,1,7,未记录,水库,488313188,109.403497,22.8977302
WS029,1,1,8,未记录,水库,488313188,109.4038833,22.8975721
WS029,1,1,9,未记录,水库,488313188,109.404291,22.8977104
WS029,1,1,10,未记录,水库,488313188,109.4044841,22.898086
WS029,1,1,11,未记录,水库,488313188,109.4051064,22.8986395
WS029,1,1,12,未记录,水库,488313188,109.4065226,22.8986197
WS029,1,1,13,未记录,水库,488313188,109.4066728,22.8982639
WS029,1,1,14,未记录,水库,488313188,109.4066513,22.8977895
WS029,1,1,15,未记录,水库,488313188,109.4059861,22.8960302
WS029,1,1,16,未记录,水库,488313188,109.4059647,22.8947651
WS029,1,1,17,未记录,水库,488313188,109.405793,22.89435
WS029,1,1,18,未记录,水库,488313188,109.4054497,22.894014
WS029,1,1,19,未记录,水库,488313188,109.4049776,22.8938558
WS029,1,1,20,未记录,水库,488313188,109.4039476,22.8938361
WS029,1,1,21,未记录,水库,488313188,109.4032395,22.8944489
WS029,1,1,22,未记录,水库,488313188,109.4027889,22.8945872
WS029,1,1,23,未记录,水库,488313188,109.4004286,22.8943896
WS029,1,1,24,未记录,水库,488313188,109.399978,22.8944291
WS029,1,1,25,未记录,水库,488313188,109.3995703,22.8946268
WS029,1,1,26,未记录,水库,488313188,109.3993128,22.8950814
WS030,1,1,1,未记录,水库,488313196,109.3454486,22.941761
WS030,1,1,2,未记录,水库,488313196,109.3452287,22.9411485
WS030,1,1,3,未记录,水库,488313196,109.3445313,22.9404964
WS030,1,1,4,未记录,水库,488313196,109.3446171,22.9403778
WS030,1,1,5,未记录,水库,488313196,109.3454486,22.9409261
WS030,1,1,6,未记录,水库,488313196,109.3456954,22.9411682
WS030,1,1,7,未记录,水库,488313196,109.3461084,22.9409904
WS030,1,1,8,未记录,水库,488313196,109.3460226,22.9408175
WS030,1,1,9,未记录,水库,488313196,109.3456739,22.9405606
WS030,1,1,10,未记录,水库,488313196,109.3455666,22.940358
WS030,1,1,11,未记录,水库,488313196,109.3449819,22.9400023
WS030,1,1,12,未记录,水库,488313196,109.3448693,22.9396911
WS030,1,1,13,未记录,水库,488313196,109.3444669,22.9395034
WS030,1,1,14,未记录,水库,488313196,109.3443006,22.9392712
WS030,1,1,15,未记录,水库,488313196,109.3439895,22.9391674
WS030,1,1,16,未记录,水库,488313196,109.3435603,22.9391921
WS030,1,1,17,未记录,水库,488313196,109.3433618,22.9391773
WS030,1,1,18,未记录,水库,488313196,109.3431312,22.9389007
WS030,1,1,19,未记录,水库,488313196,109.3426055,22.9386487
WS030,1,1,20,未记录,水库,488313196,109.3422192,22.938461
WS030,1,1,21,未记录,水库,488313196,109.3421495,22.9382436
WS030,1,1,22,未记录,水库,488313196,109.3420315,22.9380263
WS030,1,1,23,未记录,水库,488313196,109.3418759,22.9377743
WS030,1,1,24,未记录,水库,488313196,109.3420315,22.9375965
WS030,1,1,25,未记录,水库,488313196,109.3428308,22.9373692
WS030,1,1,26,未记录,水库,488313196,109.3431044,22.9374285
WS030,1,1,27,未记录,水库,488313196,109.3432277,22.937468
WS030,1,1,28,未记录,水库,488313196,109.3433082,22.9373445
WS030,1,1,29,未记录,水库,488313196,109.3434906,22.9372556
WS030,1,1,30,未记录,水库,488313196,109.3437427,22.9373247
WS030,1,1,31,未记录,水库,488313196,109.344247,22.9377891
WS030,1,1,32,未记录,水库,488313196,109.3442362,22.9380608
WS030,1,1,33,未记录,水库,488313196,109.3443221,22.9381102
WS030,1,1,34,未记录,水库,488313196,109.3444669,22.9380411
WS030,1,1,35,未记录,水库,488313196,109.3445688,22.9378781
WS030,1,1,36,未记录,水库,488313196,109.3444723,22.9375965
WS030,1,1,37,未记录,水库,488313196,109.3442148,22.9372753
WS030,1,1,38,未记录,水库,488313196,109.3442309,22.9370901
WS030,1,1,39,未记录,水库,488313196,109.3449176,22.9370456
WS030,1,1,40,未记录,水库,488313196,109.3452233,22.9371321
WS030,1,1,41,未记录,水库,488313196,109.3455988,22.9376557
WS030,1,1,42,未记录,水库,488313196,109.3459099,22.9378089
WS030,1,1,43,未记录,水库,488313196,109.3461031,22.9377496
WS030,1,1,44,未记录,水库,488313196,109.3460172,22.9375866
WS030,1,1,45,未记录,水库,488313196,109.3458348,22.9375668
WS030,1,1,46,未记录,水库,488313196,109.3452341,22.9369171
WS030,1,1,47,未记录,水库,488313196,109.3448371,22.9364824
WS030,1,1,48,未记录,水库,488313196,109.3449551,22.9361416
WS030,1,1,49,未记录,水库,488313196,109.3456846,22.9358871
WS030,1,1,50,未记录,水库,488313196,109.3457276,22.9357389
WS030,1,1,51,未记录,水库,488313196,109.3458778,22.935613
WS030,1,1,52,未记录,水库,488313196,109.3463284,22.9356055
WS030,1,1,53,未记录,水库,488313196,109.3465859,22.9355512
WS030,1,1,54,未记录,水库,488313196,109.3471706,22.9354919
WS030,1,1,55,未记录,水库,488313196,109.3472671,22.9351658
WS030,1,1,56,未记录,水库,488313196,109.3471491,22.9349583
WS030,1,1,57,未记录,水库,488313196,109.346484,22.9350942
WS030,1,1,58,未记录,水库,488313196,109.3460065,22.9349016
WS030,1,1,59,未记录,水库,488313196,109.3459636,22.9346076
WS030,1,1,60,未记录,水库,488313196,109.3462318,22.9341728
