道路要素编号,点序号,名称,道路类型,OSM编号,经度,纬度
RD0244,3,未记录,次要道路,530993021,109.4162994,22.9446378
RD0244,4,未记录,次要道路,530993021,109.4172501,22.94473
RD0244,5,未记录,次要道路,530993021,109.4179148,22.9448287
RD0244,6,未记录,次要道路,530993021,109.418501,22.9450328
RD0244,7,未记录,次要道路,530993021,109.4188155,22.9450657
RD0244,8,未记录,次要道路,530993021,109.419852,22.9451578
RD0244,9,未记录,次要道路,530993021,109.4202022,22.9452105
RD0244,10,未记录,次要道路,530993021,109.4219744,22.9454413
RD0244,11,未记录,次要道路,530993021,109.4233115,22.9454101
RD0244,12,未记录,次要道路,530993021,109.4237082,22.9453022
RD0244,13,未记录,次要道路,530993021,109.4242285,22.9444382
RD0244,14,未记录,次要道路,530993021,109.424434,22.9443645
RD0244,15,未记录,次要道路,530993021,109.4256062,22.9444733
RD0245,1,未记录,次要道路,530993023,109.3973143,22.9625538
RD0245,2,未记录,次要道路,530993023,109.3973854,22.9622188
RD0245,3,未记录,次要道路,530993023,109.3974568,22.9619489
RD0245,4,未记录,次要道路,530993023,109.3990223,22.958296
RD0245,5,未记录,次要道路,530993023,109.3996084,22.957006
RD0245,6,未记录,次要道路,530993023,109.4001445,22.9554526
RD0245,7,未记录,次要道路,530993023,109.4003161,22.9550708
RD0245,8,未记录,次要道路,530993023,109.4004448,22.9547878
RD0245,9,未记录,次要道路,530993023,109.4006092,22.9544521
RD0245,10,未记录,次要道路,530993023,109.4006878,22.9542415
RD0245,11,未记录,次要道路,530993023,109.4007521,22.9538531
RD0245,12,未记录,次要道路,530993023,109.4009165,22.9535175
RD0245,13,未记录,次要道路,530993023,109.4011024,22.9533661
RD0245,14,未记录,次要道路,530993023,109.4013812,22.9532015
RD0245,15,未记录,次要道路,530993023,109.4027107,22.9526223
RD0245,16,未记录,次要道路,530993023,109.4038258,22.9519838
RD0245,17,未记录,次要道路,530993023,109.4041547,22.9517666
RD0245,18,未记录,次要道路,530993023,109.4052682,22.9507597
RD0245,19,未记录,次要道路,530993023,109.4053412,22.9506937
RD0245,20,未记录,次要道路,530993023,109.4056415,22.9504501
RD0245,21,未记录,次要道路,530993023,109.4061204,22.9502592
RD0245,22,未记录,次要道路,530993023,109.4066422,22.9501408
RD0245,23,未记录,次要道路,530993023,109.4077788,22.9499959
RD0245,24,未记录,次要道路,530993023,109.4080075,22.949884
RD0245,25,未记录,次要道路,530993023,109.4083435,22.9495747
RD0245,26,未记录,次要道路,530993023,109.4085007,22.9493443
RD0245,27,未记录,次要道路,530993023,109.4087938,22.9487914
RD0245,28,未记录,次要道路,530993023,109.410222,22.9459739
RD0246,1,未记录,次要道路,530993024,109.4256062,22.9444733
RD0246,2,未记录,次要道路,530993024,109.4261566,22.9446247
RD0246,3,未记录,次要道路,530993024,109.4264783,22.9446576
RD0246,4,未记录,次要道路,530993024,109.4276006,22.9445983
RD0246,5,未记录,次要道路,530993024,109.4282582,22.9446049
RD0246,6,未记录,次要道路,530993024,109.4296521,22.9447102
RD0246,7,未记录,次要道路,530993024,109.430517,22.9446839
RD0246,8,未记录,次要道路,530993024,109.431239,22.9446576
RD0246,9,未记录,次要道路,530993024,109.4319395,22.9445522
RD0246,10,未记录,次要道路,530993024,109.4326758,22.9444601
RD0246,11,未记录,次要道路,530993024,109.4329188,22.944493
RD0246,12,未记录,次要道路,530993024,109.4331189,22.9446312
RD0246,13,未记录,次要道路,530993024,109.4333977,22.9448945
RD0246,14,未记录,次要道路,530993024,109.4336979,22.9449801
RD0246,15,未记录,次要道路,530993024,109.4345629,22.9450789
RD0246,16,未记录,次要道路,530993024,109.4348345,22.9450459
RD0246,17,未记录,次要道路,530993024,109.4351419,22.9449735
RD0246,18,未记录,次要道路,530993024,109.4354421,22.944888
RD0246,19,未记录,次要道路,530993024,109.435678,22.9448814
RD0246,20,未记录,次要道路,530993024,109.4360497,22.9449538
RD0246,21,未记录,次要道路,530993024,109.4368217,22.9451118
RD0246,22,未记录,次要道路,530993024,109.4372291,22.9451644
RD0246,23,未记录,次要道路,530993024,109.4378868,22.9451776
RD0246,24,未记录,次要道路,530993024,109.4381512,22.9451249
RD0246,25,未记录,次要道路,530993024,109.4383871,22.9450064
RD0246,26,未记录,次要道路,530993024,109.4392378,22.944414
RD0246,27,未记录,次要道路,530993024,109.4393736,22.9442099
RD0246,28,未记录,次要道路,530993024,109.4396023,22.9439006
RD0246,29,未记录,次要道路,530993024,109.4397167,22.9438084
RD0246,30,未记录,次要道路,530993024,109.4399597,22.9437294
RD0246,31,未记录,次要道路,530993024,109.4410105,22.9436833
RD0246,32,未记录,次要道路,530993024,109.4413893,22.9436241
RD0246,33,未记录,次要道路,530993024,109.4417253,22.943499
RD0246,34,未记录,次要道路,530993024,109.442433,22.9430909
RD0246,35,未记录,次要道路,530993024,109.4427761,22.9429658
RD0246,36,未记录,次要道路,530993024,109.4436482,22.9425972
RD0246,37,未记录,次要道路,530993024,109.4438769,22.942459
RD0246,38,未记录,次要道路,530993024,109.4444702,22.9418204
RD0246,39,未记录,次要道路,530993024,109.4447776,22.9415769
RD0246,40,未记录,次要道路,530993024,109.4450849,22.9414716
RD0246,41,未记录,次要道路,530993024,109.4450943,22.94146994177994
RD0247,1,未记录,一般道路,530995470,109.3918881,23.0584101
RD0247,2,未记录,一般道路,530995470,109.3918208,23.0585009
RD0247,3,未记录,一般道路,530995470,109.3917565,23.0587707
RD0247,4,未记录,一般道路,530995470,109.391735,23.0591985
RD0247,5,未记录,一般道路,530995470,109.3918195,23.0598699
RD0247,6,未记录,一般道路,530995470,109.3918709,23.0602779
RD0247,7,未记录,一般道路,530995470,109.3920855,23.0606727
RD0247,8,未记录,一般道路,530995470,109.3923716,23.0609623
RD0247,9,未记录,一般道路,530995470,109.3926005,23.0611137
RD0247,10,未记录,一般道路,530995470,109.3928366,23.0611861
RD0247,11,未记录,一般道路,530995470,109.3934517,23.0613572
RD0248,1,未记录,一般道路,530995471,109.3932836,23.0505699
RD0248,2,未记录,一般道路,530995471,109.3933587,23.0520903
RD0248,3,未记录,一般道路,530995471,109.3933889,23.0525795
RD0248,4,未记录,一般道路,530995471,109.393559,23.0553351
RD0248,5,未记录,一般道路,530995471,109.3935376,23.0557366
RD0248,6,未记录,一般道路,530995471,109.3933444,23.0561907
RD0248,7,未记录,一般道路,530995471,109.393245,23.0563592
RD0248,8,未记录,一般道路,530995471,109.3929028,23.0569389
RD0248,9,未记录,一般道路,530995471,109.3927579,23.0571845
RD0248,10,未记录,一般道路,530995471,109.3925075,23.0577374
RD0248,11,未记录,一般道路,530995471,109.3923614,23.0578898
RD0248,12,未记录,一般道路,530995471,109.3922929,23.0579612
RD0248,13,未记录,一般道路,530995471,109.3919884,23.0583074
RD0249,1,未记录,居住区道路,530995472,109.3932453,23.0581303
RD0249,2,未记录,居住区道路,530995472,109.3923614,23.0578898
RD0250,1,未记录,一般道路,530995473,109.3829446,23.0545382
RD0250,2,未记录,一般道路,530995473,109.3828558,23.0544901
RD0251,1,未记录,一般道路,530995474,109.3919884,23.0583074
RD0251,2,未记录,一般道路,530995474,109.3918881,23.0584101
RD0252,1,未记录,一般道路,530995475,109.3934517,23.0613572
RD0252,2,未记录,一般道路,530995475,109.3949682,23.0618179
RD0253,1,未记录,居住区道路,530995476,109.3867806,23.0559087
RD0253,2,未记录,居住区道路,530995476,109.3874757,23.0559712
RD0253,3,未记录,居住区道路,530995476,109.3882596,23.0560048
RD0253,4,未记录,居住区道路,530995476,109.3884582,23.0560096
RD0253,5,未记录,居住区道路,530995476,109.388547,23.0559712
RD0253,6,未记录,居住区道路,530995476,109.3886463,23.0558606
RD0253,7,未记录,居住区道路,530995476,109.388892,23.0557788
RD0253,8,未记录,居住区道路,530995476,109.3890174,23.0557259
RD0253,9,未记录,居住区道路,530995476,109.3891167,23.0556538
RD0253,10,未记录,居住区道路,530995476,109.3892891,23.0556394
RD0253,11,未记录,居住区道路,530995476,109.3895295,23.055649
RD0253,12,未记录,居住区道路,530995476,109.389749,23.0556778
RD0253,13,未记录,居住区道路,530995476,109.3899842,23.0556634
RD0253,14,未记录,居住区道路,530995476,109.3900554,23.0556198
RD0253,15,未记录,居住区道路,530995476,109.3901096,23.0555865
RD0253,16,未记录,居住区道路,530995476,109.3902246,23.055447
RD0253,17,未记录,居住区道路,530995476,109.3902821,23.0552643
RD0253,18,未记录,居住区道路,530995476,109.3904389,23.0548219
RD0253,19,未记录,居住区道路,530995476,109.3905121,23.0543843
RD0253,20,未记录,居住区道路,530995476,109.3906218,23.0541439
RD0253,21,未记录,居住区道路,530995476,109.3906375,23.0539804
RD0253,22,未记录,居住区道路,530995476,109.3904912,23.0533456
RD0253,23,未记录,居住区道路,530995476,109.3906793,23.0524512
RD0254,1,未记录,一般道路,530995477,109.3917565,23.0587707
RD0254,2,未记录,一般道路,530995477,109.3915207,23.058414
RD0254,3,未记录,一般道路,530995477,109.3907472,23.0573176
RD0254,4,未记录,一般道路,530995477,109.3906375,23.0571253
RD0254,5,未记录,一般道路,530995477,109.3906323,23.0570435
RD0254,6,未记录,一般道路,530995477,109.3906218,23.0569041
RD0254,7,未记录,一般道路,530995477,109.3905591,23.0568175
RD0254,8,未记录,一般道路,530995477,109.3902089,23.0566877
RD0254,9,未记录,一般道路,530995477,109.390094,23.056678
RD0254,10,未记录,一般道路,530995477,109.3896445,23.0568223
RD0254,11,未记录,一般道路,530995477,109.3892317,23.0568608
RD0254,12,未记录,一般道路,530995477,109.3889494,23.0568415
RD0254,13,未记录,一般道路,530995477,109.3884895,23.0567261
RD0254,14,未记录,一般道路,530995477,109.3880924,23.0565771
RD0254,15,未记录,一般道路,530995477,109.387899,23.0564953
RD0254,16,未记录,一般道路,530995477,109.3872771,23.0561202
RD0254,17,未记录,一般道路,530995477,109.3867806,23.0559087
RD0254,18,未记录,一般道路,530995477,109.38642,23.0557836
RD0254,19,未记录,一般道路,530995477,109.3860646,23.0557452
RD0254,20,未记录,一般道路,530995477,109.3856517,23.0556923
RD0254,21,未记录,一般道路,530995477,109.3852493,23.0556826
RD0254,22,未记录,一般道路,530995477,109.3850089,23.0555913
RD0254,23,未记录,一般道路,530995477,109.3847685,23.0554759
RD0254,24,未记录,一般道路,530995477,109.3845804,23.055298
RD0254,25,未记录,一般道路,530995477,109.3842302,23.0550768
RD0254,26,未记录,一般道路,530995477,109.3839428,23.0550287
RD0254,27,未记录,一般道路,530995477,109.3833836,23.054769
RD0254,28,未记录,一般道路,530995477,109.3829446,23.0545382
RD0255,1,未记录,一般道路,530995478,109.3933889,23.0525795
RD0255,2,未记录,一般道路,530995478,109.3926809,23.0523646
RD0255,3,未记录,一般道路,530995478,109.3921635,23.0522636
RD0255,4,未记录,一般道路,530995478,109.3915782,23.0522396
RD0255,5,未记录,一般道路,530995478,109.391019,23.0523261
RD0255,6,未记录,一般道路,530995478,109.3906793,23.0524512
RD0255,7,未记录,一般道路,530995478,109.3905957,23.0524367
RD0255,8,未记录,一般道路,530995478,109.3904703,23.0523406
RD0255,9,未记录,一般道路,530995478,109.3903396,23.0520857
RD0255,10,未记录,一般道路,530995478,109.3901933,23.0516096
RD0255,11,未记录,一般道路,530995478,109.390141,23.0515182
RD0255,12,未记录,一般道路,530995478,109.3899633,23.051374
RD0255,13,未记录,一般道路,530995478,109.3897595,23.0512874
RD0255,14,未记录,一般道路,530995478,109.3893989,23.0511864
RD0255,15,未记录,一般道路,530995478,109.3893257,23.0511095
RD0255,16,未记录,一般道路,530995478,109.3892787,23.0509748
RD0255,17,未记录,一般道路,530995478,109.3892891,23.0507152
RD0255,18,未记录,一般道路,530995478,109.38931,23.0505372
RD0255,19,未记录,一般道路,530995478,109.3892421,23.0503449
RD0255,20,未记录,一般道路,530995478,109.3892108,23.0501862
RD0255,21,未记录,一般道路,530995478,109.3890749,23.0499169
RD0255,22,未记录,一般道路,530995478,109.3890226,23.0496091
RD0255,23,未记录,一般道路,530995478,109.3889442,23.0494071
RD0255,24,未记录,一般道路,530995478,109.388824,23.0492821
RD0255,25,未记录,一般道路,530995478,109.3886463,23.049133
RD0255,26,未记录,一般道路,530995478,109.3884059,23.0488926
RD0255,27,未记录,一般道路,530995478,109.3881864,23.0486185
RD0255,28,未记录,一般道路,530995478,109.3880976,23.04858
RD0255,29,未记录,一般道路,530995478,109.3879147,23.0485127
RD0255,30,未记录,一般道路,530995478,109.3876451,23.0483066
RD0255,31,未记录,一般道路,530995478,109.3870336,23.0479117
RD0255,32,未记录,一般道路,530995478,109.3865722,23.0476304
RD0255,33,未记录,一般道路,530995478,109.3861538,23.0473984
RD0255,34,未记录,一般道路,530995478,109.3857676,23.0470578
RD0255,35,未记录,一般道路,530995478,109.385041,23.046771
RD0255,36,未记录,一般道路,530995478,109.3848021,23.0466733
RD0255,37,未记录,一般道路,530995478,109.3845745,23.0465685
RD0255,38,未记录,一般道路,530995478,109.3841583,23.046532
RD0255,39,未记录,一般道路,530995478,109.3839732,23.0465518
RD0255,40,未记录,一般道路,530995478,109.3837559,23.0465839
RD0255,41,未记录,一般道路,530995478,109.3835521,23.0466382
RD0256,1,未记录,居住区道路,530995479,109.3929028,23.0569389
RD0256,2,未记录,居住区道路,530995479,109.3935955,23.0571253
RD0256,3,未记录,居住区道路,530995479,109.3950431,23.0575148
RD0257,1,未记录,居住区道路,530995480,109.3937809,23.0565014
RD0257,2,未记录,居住区道路,530995480,109.3935955,23.0571253
RD0257,3,未记录,居住区道路,530995480,109.3932453,23.0581303
RD0258,1,未记录,一般道路,530995481,109.3828558,23.0544901
RD0258,2,未记录,一般道路,530995481,109.3827512,23.0543843
RD0258,3,未记录,一般道路,530995481,109.3827251,23.0542881
RD0258,4,未记录,一般道路,530995481,109.3827617,23.0540236
RD0258,5,未记录,一般道路,530995481,109.3827356,23.0537255
RD0258,6,未记录,一般道路,530995481,109.3827085,23.0536235
RD0258,7,未记录,一般道路,530995481,109.3826781,23.0535091
RD0258,8,未记录,一般道路,530995481,109.3826415,23.0533745
RD0258,9,未记录,一般道路,530995481,109.3825526,23.0532638
RD0258,10,未记录,一般道路,530995481,109.3823854,23.0531677
RD0258,11,未记录,一般道路,530995481,109.3821555,23.0529657
RD0258,12,未记录,一般道路,530995481,109.3818367,23.052807
RD0258,13,未记录,一般道路,530995481,109.3815858,23.0526627
RD0258,14,未记录,一般道路,530995481,109.3813297,23.0526483
RD0258,15,未记录,一般道路,530995481,109.3811834,23.0527012
RD0258,16,未记录,一般道路,530995481,109.3806765,23.0531388
RD0258,17,未记录,一般道路,530995481,109.3804622,23.0532254
RD0258,18,未记录,一般道路,530995481,109.3803472,23.053211
RD0258,19,未记录,一般道路,530995481,109.3802218,23.05311
RD0258,20,未记录,一般道路,530995481,109.3800441,23.0528599
RD0258,21,未记录,一般道路,530995481,109.3800023,23.0526339
RD0258,22,未记录,一般道路,530995481,109.3799709,23.0524656
RD0258,23,未记录,一般道路,530995481,109.3798978,23.0524319
RD0258,24,未记录,一般道路,530995481,109.3797253,23.0524512
RD0258,25,未记录,一般道路,530995481,109.3794379,23.0525954
RD0258,26,未记录,一般道路,530995481,109.3790564,23.0526868
RD0258,27,未记录,一般道路,530995481,109.3787637,23.0528407
RD0258,28,未记录,一般道路,530995481,109.3785651,23.0529417
RD0258,29,未记录,一般道路,530995481,109.3781731,23.0531052
RD0258,30,未记录,一般道路,530995481,109.3775983,23.0530907
RD0258,31,未记录,一般道路,530995481,109.377269,23.0530282
RD0258,32,未记录,一般道路,530995481,109.376229,23.0531436
RD0259,1,未记录,居住区道路,530995482,109.3804622,23.0532254
RD0259,2,未记录,居住区道路,530995482,109.3802845,23.0533408
RD0259,3,未记录,居住区道路,530995482,109.3802113,23.0534851
RD0259,4,未记录,居住区道路,530995482,109.3802009,23.0537255
RD0260,1,未记录,居住区道路,530995483,109.393245,23.0563592
RD0260,2,未记录,居住区道路,530995483,109.3937809,23.0565014
RD0260,3,未记录,居住区道路,530995483,109.3959316,23.0570724
RD0260,4,未记录,居住区道路,530995483,109.3962561,23.0570876
RD0261,1,未记录,一般道路,530995484,109.393559,23.0553351
RD0261,2,未记录,一般道路,530995484,109.3954403,23.0552166
RD0261,3,未记录,一般道路,530995484,109.3956692,23.0552101
RD0261,4,未记录,一般道路,530995484,109.3958337,23.0552561
RD0261,5,未记录,一般道路,530995484,109.3963275,23.0554455
RD0262,1,未记录,一般道路,530995485,109.3949682,23.0618179
RD0262,2,未记录,一般道路,530995485,109.3953759,23.0619758
RD0262,3,未记录,一般道路,530995485,109.3958337,23.0621996
RD0262,4,未记录,一般道路,530995485,109.3962199,23.0625616
RD0262,5,未记录,一般道路,530995485,109.3965277,23.0629088
RD0263,1,未记录,居住区道路,530995486,109.3902246,23.055447
RD0263,2,未记录,居住区道路,530995486,109.3906898,23.0555192
RD0263,3,未记录,居住区道路,530995486,109.3912542,23.0555769
RD0263,4,未记录,居住区道路,530995486,109.3917872,23.055572
RD0263,5,未记录,居住区道路,530995486,109.3926496,23.0554566
RD0263,6,未记录,居住区道路,530995486,109.393559,23.0553351
RD0264,1,未记录,居住区道路,530995487,109.3900554,23.0556198
RD0264,2,未记录,居住区道路,530995487,109.3900783,23.0558461
RD0264,3,未记录,居住区道路,530995487,109.3900835,23.0562885
RD0264,4,未记录,居住区道路,530995487,109.3900417,23.0564713
RD0264,5,未记录,居住区道路,530995487,109.3900365,23.0565723
RD0264,6,未记录,居住区道路,530995487,109.390094,23.056678
RD0265,1,未记录,居住区道路,530995488,109.3819778,23.0536486
RD0265,2,未记录,居住区道路,530995488,109.3822391,23.0537495
RD0265,3,未记录,居住区道路,530995488,109.382354,23.0537543
RD0265,4,未记录,居住区道路,530995488,109.3824377,23.0537303
RD0265,5,未记录,居住区道路,530995488,109.3825317,23.053663
RD0265,6,未记录,居住区道路,530995488,109.3827085,23.0536235
RD0266,1,未记录,干线公路,531537938,109.4071555,23.1099605
RD0266,2,未记录,干线公路,531537938,109.4063616,23.1105723
RD0266,3,未记录,干线公路,531537938,109.4060882,23.1109918
RD0266,4,未记录,干线公路,531537938,109.4059836,23.1114714
RD0266,5,未记录,干线公路,531537938,109.4060598,23.1119554
RD0266,6,未记录,干线公路,531537938,109.4063079,23.112388
RD0267,1,未记录,干线公路,531537939,109.4095663,23.0949336
RD0267,2,未记录,干线公路,531537939,109.4095898,23.0953891
RD0267,3,未记录,干线公路,531537939,109.4098162,23.0997666
RD0267,4,未记录,干线公路,531537939,109.4097733,23.1031022
RD0267,5,未记录,干线公路,531537939,109.4100952,23.1038719
RD0267,6,未记录,干线公路,531537939,109.4101167,23.1067731
RD0267,7,未记录,干线公路,531537939,109.410181,23.1075429
RD0267,8,未记录,干线公路,531537939,109.4101421,23.108012
RD0267,9,未记录,干线公路,531537939,109.4099405,23.1084445
RD0267,10,未记录,干线公路,531537939,109.4095979,23.108794
RD0267,11,未记录,干线公路,531537939,109.4091511,23.1090231
RD0267,12,未记录,干线公路,531537939,109.4071555,23.1099605
RD0268,1,未记录,高速公路匝道,531537942,109.4125136,23.1590533
RD0268,2,未记录,高速公路匝道,531537942,109.4137216,23.1585313
RD0268,3,未记录,高速公路匝道,531537942,109.4138663,23.1583928
RD0268,4,未记录,高速公路匝道,531537942,109.4139564,23.1582194
RD0268,5,未记录,高速公路匝道,531537942,109.4139826,23.1580289
RD0268,6,未记录,高速公路匝道,531537942,109.4139423,23.1578404
RD0268,7,未记录,高速公路匝道,531537942,109.4138396,23.1576731
RD0269,1,未记录,高速公路匝道,531537943,109.4140005,23.1576139
RD0269,2,未记录,高速公路匝道,531537943,109.4152665,23.1589456
RD0269,3,未记录,高速公路匝道,531537943,109.4155025,23.15935
RD0269,4,未记录,高速公路匝道,531537943,109.4156631,23.159491
RD0269,5,未记录,高速公路匝道,531537943,109.4158622,23.1595812
RD0269,6,未记录,高速公路匝道,531537943,109.4160815,23.1596123
RD0269,7,未记录,高速公路匝道,531537943,109.416301,23.1595816
RD0269,8,未记录,高速公路匝道,531537943,109.4165002,23.1594917
RD0269,9,未记录,高速公路匝道,531537943,109.416661,23.159351
RD0269,10,未记录,高速公路匝道,531537943,109.4167478,23.1592277
RD0269,11,未记录,高速公路匝道,531537943,109.4167839,23.1590846
RD0269,12,未记录,高速公路匝道,531537943,109.416765,23.1589388
RD0269,13,未记录,高速公路匝道,531537943,109.4166776,23.1587875
RD0269,14,未记录,高速公路匝道,531537943,109.4165416,23.1586705
RD0269,15,未记录,高速公路匝道,531537943,109.4162188,23.1585624
RD0269,16,未记录,高速公路匝道,531537943,109.4158754,23.1585518
RD0269,17,未记录,高速公路匝道,531537943,109.4155455,23.1586398
RD0269,18,未记录,高速公路匝道,531537943,109.4153792,23.1586718
RD0270,1,未记录,高速公路匝道,531537944,109.4117827,23.156316
RD0270,2,未记录,高速公路匝道,531537944,109.4125414,23.1567162
RD0270,3,未记录,高速公路匝道,531537944,109.4127771,23.1568612
RD0270,4,未记录,高速公路匝道,531537944,109.4140005,23.1576139
RD0270,5,未记录,高速公路匝道,531537944,109.4147837,23.1580775
RD0270,6,未记录,高速公路匝道,531537944,109.4153852,23.1581917
RD0270,7,未记录,高速公路匝道,531537944,109.415998,23.1581543
RD0270,8,未记录,高速公路匝道,531537944,109.4182085,23.1576374
RD0271,1,未记录,高速公路匝道,531537945,109.4197736,23.1572057
RD0271,2,未记录,高速公路匝道,531537945,109.4177663,23.1580775
RD0271,3,未记录,高速公路匝道,531537945,109.4173264,23.1586398
RD0271,4,未记录,高速公路匝道,531537945,109.4168544,23.1592218
RD0271,5,未记录,高速公路匝道,531537945,109.4167086,23.1594371
RD0271,6,未记录,高速公路匝道,531537945,109.416496,23.1595988
RD0271,7,未记录,高速公路匝道,531537945,109.4162386,23.15969
RD0271,8,未记录,高速公路匝道,531537945,109.415963,23.1597013
RD0271,9,未记录,高速公路匝道,531537945,109.4156978,23.1596316
RD0271,10,未记录,高速公路匝道,531537945,109.4154704,23.1594881
RD0271,11,未记录,高速公路匝道,531537945,109.4151163,23.158985
RD0271,12,未记录,高速公路匝道,531537945,109.4138396,23.1576731
RD0271,13,未记录,高速公路匝道,531537945,109.4127244,23.1569512
RD0271,14,未记录,高速公路匝道,531537945,109.4124985,23.156805
RD0271,15,未记录,高速公路匝道,531537945,109.4117388,23.1563667
RD0272,1,未记录,居住区道路,532411767,109.0468823,23.1825368
RD0272,2,未记录,居住区道路,532411767,109.0468972,23.1824186
RD0272,3,未记录,居住区道路,532411767,109.0469009,23.1818897
RD0272,4,未记录,居住区道路,532411767,109.0469012,23.1818393
RD0272,5,未记录,居住区道路,532411767,109.0469029,23.1816013
RD0272,6,未记录,居住区道路,532411767,109.0469065,23.1810846
RD0272,7,未记录,居住区道路,532411767,109.0469089,23.1806343
RD0272,8,未记录,居住区道路,532411767,109.0469122,23.1803738
RD0272,9,未记录,居住区道路,532411767,109.0469212,23.1796472
RD0272,10,未记录,居住区道路,532411767,109.0469234,23.1794713
RD0272,11,未记录,居住区道路,532411767,109.0469197,23.1791597
RD0272,12,未记录,居住区道路,532411767,109.046926,23.1788027
RD0272,13,未记录,居住区道路,532411767,109.0469309,23.1785938
RD0273,1,未记录,普通道路,532411768,109.0469089,23.1806343
RD0273,2,未记录,普通道路,532411768,109.0469708,23.1805415
RD0273,3,未记录,普通道路,532411768,109.0485703,23.1792181
RD0273,4,未记录,普通道路,532411768,109.0489862,23.1788725
RD0273,5,未记录,普通道路,532411768,109.0492974,23.1787083
RD0273,6,未记录,普通道路,532411768,109.0494021,23.1785893
RD0273,7,未记录,普通道路,532411768,109.0496486,23.1783939
RD0273,8,未记录,普通道路,532411768,109.0498088,23.1782806
RD0273,9,未记录,普通道路,532411768,109.0499013,23.1780936
RD0273,10,未记录,普通道路,532411768,109.0499321,23.177969
RD0273,11,未记录,普通道路,532411768,109.0499321,23.1777934
RD0273,12,未记录,普通道路,532411768,109.0499598,23.1775328
RD0273,13,未记录,普通道路,532411768,109.0499691,23.1773601
RD0273,14,未记录,普通道路,532411768,109.0497965,23.176938
RD0273,15,未记录,普通道路,532411768,109.0497195,23.1767964
RD0274,1,梧硕高速,高速公路,555399158,109.046289,23.1330648
RD0274,2,梧硕高速,高速公路,555399158,109.044816,23.1331072
RD0275,1,梧硕高速,高速公路,555399165,109.044816,23.1331072
RD0275,2,梧硕高速,高速公路,555399165,109.0432816,23.1330455
RD0275,3,梧硕高速,高速公路,555399165,109.0410008,23.132828
RD0275,4,梧硕高速,高速公路,555399165,109.0383661,23.1325061
RD0275,5,梧硕高速,高速公路,555399165,109.0338408,23.1319417
RD0275,6,梧硕高速,高速公路,555399165,109.0328115,23.131788506330533
RD0276,1,梧硕高速,高速公路,555399200,109.3797107,23.1657162
RD0276,2,梧硕高速,高速公路,555399200,109.370539,23.1684819
RD0276,3,梧硕高速,高速公路,555399200,109.3680121,23.1691369
RD0276,4,梧硕高速,高速公路,555399200,109.3648561,23.1697353
RD0276,5,梧硕高速,高速公路,555399200,109.3614581,23.1701429
RD0276,6,梧硕高速,高速公路,555399200,109.3599309,23.1703216
RD0276,7,梧硕高速,高速公路,555399200,109.3579934,23.1706486
RD0276,8,梧硕高速,高速公路,555399200,109.3572106,23.1708297
RD0277,1,梧硕高速,高速公路,555399202,109.0447886,23.1329879
RD0277,2,梧硕高速,高速公路,555399202,109.0459605,23.1329578
RD0277,3,梧硕高速,高速公路,555399202,109.0462911,23.1329704
RD0278,1,梧硕高速,高速公路,555399203,109.0328115,23.13168762294881
RD0278,2,梧硕高速,高速公路,555399203,109.0338803,23.1318367
RD0278,3,梧硕高速,高速公路,555399203,109.0383581,23.1323966
RD0278,4,梧硕高速,高速公路,555399203,109.0410082,23.1327224
RD0278,5,梧硕高速,高速公路,555399203,109.0433064,23.1329155
RD0278,6,梧硕高速,高速公路,555399203,109.0447886,23.1329879
RD0279,1,荷城大道,次要道路,618784080,109.103061,23.1957157
RD0279,2,荷城大道,次要道路,618784080,109.1030241,23.19584
RD0279,3,荷城大道,次要道路,618784080,109.1028676,23.1963671
RD0279,4,荷城大道,次要道路,618784080,109.1021506,23.1990365
RD0279,5,荷城大道,次要道路,618784080,109.1016628,23.2008527
RD0279,6,荷城大道,次要道路,618784080,109.1016229,23.2010007
RD0279,7,荷城大道,次要道路,618784080,109.1008061,23.2044543
RD0279,8,荷城大道,次要道路,618784080,109.1004998,23.2056013
RD0279,9,荷城大道,次要道路,618784080,109.1001895,23.206507
RD0279,10,荷城大道,次要道路,618784080,109.0997803,23.207726
RD0279,11,荷城大道,次要道路,618784080,109.0996144,23.2080991
RD0279,12,荷城大道,次要道路,618784080,109.0995177,23.2083164
RD0279,13,荷城大道,次要道路,618784080,109.0994092,23.2085123
RD0279,14,荷城大道,次要道路,618784080,109.0990923,23.2090851
RD0279,15,荷城大道,次要道路,618784080,109.0986857,23.2097593
RD0279,16,荷城大道,次要道路,618784080,109.0979485,23.2107493
RD0279,17,荷城大道,次要道路,618784080,109.0974492,23.2114074
RD0279,18,荷城大道,次要道路,618784080,109.0969965,23.2119539
RD0279,19,荷城大道,次要道路,618784080,109.09645,23.2125558
RD0279,20,荷城大道,次要道路,618784080,109.0958754,23.2130804
RD0279,21,荷城大道,次要道路,618784080,109.0947435,23.2140408
RD0279,22,荷城大道,次要道路,618784080,109.0902493,23.2177477
RD0280,1,未记录,一般道路,618784083,109.0896103,23.2195694
RD0280,2,未记录,一般道路,618784083,109.0894826,23.219441
RD0280,3,未记录,一般道路,618784083,109.089219,23.2196625
RD0280,4,未记录,一般道路,618784083,109.08917,23.2197077
RD0280,5,未记录,一般道路,618784083,109.0888434,23.2199758
RD0281,1,未记录,次要道路,618794413,109.0890294,23.2164965
RD0281,2,未记录,次要道路,618794413,109.0892883,23.2167804
