水系要素编号,点序号,名称,水系类型,OSM编号,长度_km,经度,纬度
WY016,86,未记录,河流,387841543,4.64,109.0360036,22.9752283
WY016,87,未记录,河流,387841543,4.64,109.0367224,22.9752425
WY016,88,未记录,河流,387841543,4.64,109.0371397,22.9753066
WY016,89,未记录,河流,387841543,4.64,109.037418,22.9756268
WY016,90,未记录,河流,387841543,4.64,109.0374102,22.9759968
WY016,91,未记录,河流,387841543,4.64,109.0371629,22.9761961
WY016,92,未记录,河流,387841543,4.64,109.0370161,22.9761676
WY016,93,未记录,河流,387841543,4.64,109.0369156,22.9759043
WY016,94,未记录,河流,387841543,4.64,109.0367842,22.9757478
WY016,95,未记录,河流,387841543,4.64,109.03622,22.9757051
WY016,96,未记录,河流,387841543,4.64,109.0358258,22.9755058
WY016,97,未记录,河流,387841543,4.64,109.0356326,22.9755414
WY016,98,未记录,河流,387841543,4.64,109.0355205,22.9758901
WY016,99,未记录,河流,387841543,4.64,109.0353448,22.9762491
WY016,100,未记录,河流,387841543,4.64,109.0350143,22.9761391
WY016,101,未记录,河流,387841543,4.64,109.0348482,22.9758335
WY017,1,未记录,河流,387841547,4.314,109.0752829,22.9671662
WY017,2,未记录,河流,387841547,4.314,109.0750791,22.9672601
WY017,3,未记录,河流,387841547,4.314,109.074826,22.9674363
WY017,4,未记录,河流,387841547,4.314,109.0739449,22.9677921
WY017,5,未记录,河流,387841547,4.314,109.0737285,22.9677351
WY017,6,未记录,河流,387841547,4.314,109.0735585,22.9675003
WY017,7,未记录,河流,387841547,4.314,109.073373,22.9675501
WY017,8,未记录,河流,387841547,4.314,109.0730793,22.9672512
WY017,9,未记录,河流,387841547,4.314,109.0728242,22.9667958
WY017,10,未记录,河流,387841547,4.314,109.0729865,22.966625
WY017,11,未记录,河流,387841547,4.314,109.0735121,22.9666179
WY017,12,未记录,河流,387841547,4.314,109.0738599,22.9664969
WY017,13,未记录,河流,387841547,4.314,109.0738831,22.9661624
WY017,14,未记录,河流,387841547,4.314,109.0734966,22.9657426
WY017,15,未记录,河流,387841547,4.314,109.0722755,22.9650309
WY017,16,未记录,河流,387841547,4.314,109.0718426,22.9649669
WY017,17,未记录,河流,387841547,4.314,109.0711316,22.965522
WY017,18,未记录,河流,387841547,4.314,109.0707915,22.965771
WY017,19,未记录,河流,387841547,4.314,109.0705596,22.9656856
WY017,20,未记录,河流,387841547,4.314,109.0705287,22.9653583
WY017,21,未记录,河流,387841547,4.314,109.0709306,22.9647819
WY017,22,未记录,河流,387841547,4.314,109.0711393,22.9642126
WY017,23,未记录,河流,387841547,4.314,109.0710697,22.9636717
WY017,24,未记录,河流,387841547,4.314,109.0712089,22.9632803
WY017,25,未记录,河流,387841547,4.314,109.0712011,22.962775
WY017,26,未记录,河流,387841547,4.314,109.0709074,22.9620776
WY017,27,未记录,河流,387841547,4.314,109.0704823,22.9619638
WY017,28,未记录,河流,387841547,4.314,109.0695008,22.9615296
WY017,29,未记录,河流,387841547,4.314,109.0691298,22.9616293
WY017,30,未记录,河流,387841547,4.314,109.0688129,22.9619851
WY017,31,未记录,河流,387841547,4.314,109.0685965,22.9619709
WY017,32,未记录,河流,387841547,4.314,109.0684805,22.9616649
WY017,33,未记录,河流,387841547,4.314,109.0685115,22.9612521
WY017,34,未记录,河流,387841547,4.314,109.0683414,22.960455
WY017,35,未记录,河流,387841547,4.314,109.0681096,22.9604195
WY017,36,未记录,河流,387841547,4.314,109.0676226,22.9607468
WY017,37,未记录,河流,387841547,4.314,109.067383,22.96106
WY017,38,未记录,河流,387841547,4.314,109.0663242,22.9616008
WY017,39,未记录,河流,387841547,4.314,109.0661851,22.9618143
WY017,40,未记录,河流,387841547,4.314,109.0662546,22.9624263
WY017,41,未记录,河流,387841547,4.314,109.0662546,22.962832
WY017,42,未记录,河流,387841547,4.314,109.0659764,22.9631024
WY017,43,未记录,河流,387841547,4.314,109.0655667,22.9632234
WY017,44,未记录,河流,387841547,4.314,109.0650953,22.9630312
WY017,45,未记录,河流,387841547,4.314,109.0646702,22.9629672
WY017,46,未记录,河流,387841547,4.314,109.0642992,22.9627608
WY017,47,未记录,河流,387841547,4.314,109.0639359,22.9626327
WY017,48,未记录,河流,387841547,4.314,109.0632635,22.962711
WY017,49,未记录,河流,387841547,4.314,109.0623747,22.9622698
WY017,50,未记录,河流,387841547,4.314,109.0615554,22.9622769
WY017,51,未记录,河流,387841547,4.314,109.0612076,22.9619993
WY017,52,未记录,河流,387841547,4.314,109.0606511,22.9620278
WY017,53,未记录,河流,387841547,4.314,109.0603033,22.9617858
WY017,54,未记录,河流,387841547,4.314,109.0599787,22.9618285
WY017,55,未记录,河流,387841547,4.314,109.0598628,22.9620136
WY017,56,未记录,河流,387841547,4.314,109.0599014,22.962405
WY017,57,未记录,河流,387841547,4.314,109.0598551,22.9626185
WY017,58,未记录,河流,387841547,4.314,109.0596541,22.9628462
WY017,59,未记录,河流,387841547,4.314,109.0594222,22.9628177
WY017,60,未记录,河流,387841547,4.314,109.0591749,22.9623836
WY017,61,未记录,河流,387841547,4.314,109.0586107,22.9622911
WY017,62,未记录,河流,387841547,4.314,109.058317,22.9624904
WY017,63,未记录,河流,387841547,4.314,109.0581624,22.9629672
WY017,64,未记录,河流,387841547,4.314,109.0581392,22.9635436
WY017,65,未记录,河流,387841547,4.314,109.0580078,22.9636361
WY017,66,未记录,河流,387841547,4.314,109.0578069,22.963508
WY017,67,未记录,河流,387841547,4.314,109.0577992,22.9632945
WY017,68,未记录,河流,387841547,4.314,109.0576987,22.9629814
WY017,69,未记录,河流,387841547,4.314,109.0576832,22.9624477
WY017,70,未记录,河流,387841547,4.314,109.0574514,22.9622057
WY017,71,未记录,河流,387841547,4.314,109.0571422,22.9618926
WY017,72,未记录,河流,387841547,4.314,109.0569026,22.9618926
WY017,73,未记录,河流,387841547,4.314,109.0568485,22.9620634
WY017,74,未记录,河流,387841547,4.314,109.0569567,22.9626541
WY017,75,未记录,河流,387841547,4.314,109.0567635,22.9631166
WY017,76,未记录,河流,387841547,4.314,109.0562534,22.9630739
WY017,77,未记录,河流,387841547,4.314,109.0559519,22.9630953
WY017,78,未记录,河流,387841547,4.314,109.0553491,22.9626683
WY017,79,未记录,河流,387841547,4.314,109.0553877,22.9620919
WY017,80,未记录,河流,387841547,4.314,109.0551868,22.9617431
WY017,81,未记录,河流,387841547,4.314,109.0547308,22.9616862
WY017,82,未记录,河流,387841547,4.314,109.0545839,22.9618997
WY017,83,未记录,河流,387841547,4.314,109.0545685,22.9621488
WY017,84,未记录,河流,387841547,4.314,109.0544834,22.9627964
WY017,85,未记录,河流,387841547,4.314,109.0539424,22.9637998
WY017,86,未记录,河流,387841547,4.314,109.0536565,22.9641129
WY018,1,未记录,河流,387841550,4.663,109.0951536,22.9838244
WY018,2,未记录,河流,387841550,4.663,109.0953855,22.9833548
WY018,3,未记录,河流,387841550,4.663,109.095826,22.9834402
WY018,4,未记录,河流,387841550,4.663,109.0963902,22.9831556
WY018,5,未记录,河流,387841550,4.663,109.0964984,22.9828709
WY018,6,未记录,河流,387841550,4.663,109.0963361,22.9826788
WY018,7,未记录,河流,387841550,4.663,109.0959767,22.9823017
WY018,8,未记录,河流,387841550,4.663,109.0957372,22.9819602
WY018,9,未记录,河流,387841550,4.663,109.0957681,22.9817824
WY018,10,未记录,河流,387841550,4.663,109.096479,22.9814694
WY018,11,未记录,河流,387841550,4.663,109.0967726,22.9810924
WY018,12,未记录,河流,387841550,4.663,109.096904,22.9807865
WY018,13,未记录,河流,387841550,4.663,109.0972749,22.9804592
WY018,14,未记录,河流,387841550,4.663,109.0972594,22.980132
WY018,15,未记录,河流,387841550,4.663,109.0972208,22.9798759
WY018,16,未记录,河流,387841550,4.663,109.0972749,22.9796269
WY018,17,未记录,河流,387841550,4.663,109.0970817,22.9794917
WY018,18,未记录,河流,387841550,4.663,109.0965176,22.9796198
WY018,19,未记录,河流,387841550,4.663,109.0964404,22.9794562
WY018,20,未记录,河流,387841550,4.663,109.0965176,22.9792712
WY018,21,未记录,河流,387841550,4.663,109.0966722,22.9790222
WY018,22,未记录,河流,387841550,4.663,109.0966413,22.9787661
WY018,23,未记录,河流,387841550,4.663,109.096054,22.978574
WY018,24,未记录,河流,387841550,4.663,109.0959072,22.9782041
WY018,25,未记录,河流,387841550,4.663,109.0958917,22.9778057
WY018,26,未记录,河流,387841550,4.663,109.0955363,22.9775709
WY018,27,未记录,河流,387841550,4.663,109.0952968,22.9776421
WY018,28,未记录,河流,387841550,4.663,109.095204,22.9777986
WY018,29,未记录,河流,387841550,4.663,109.0951731,22.9782752
WY018,30,未记录,河流,387841550,4.663,109.0949722,22.9784531
WY018,31,未记录,河流,387841550,4.663,109.0946322,22.9784673
WY018,32,未记录,河流,387841550,4.663,109.0942768,22.9781828
WY018,33,未记录,河流,387841550,4.663,109.0940604,22.9777061
WY018,34,未记录,河流,387841550,4.663,109.0935813,22.9773789
WY018,35,未记录,河流,387841550,4.663,109.0932568,22.9773077
WY018,36,未记录,河流,387841550,4.663,109.0925382,22.9775709
WY018,37,未记录,河流,387841550,4.663,109.0921827,22.9774642
WY018,38,未记录,河流,387841550,4.663,109.0917732,22.9767386
WY018,39,未记录,河流,387841550,4.663,109.0915336,22.9765963
WY018,40,未记录,河流,387841550,4.663,109.0909927,22.9763544
WY018,41,未记录,河流,387841550,4.663,109.0908073,22.9760983
WY018,42,未记录,河流,387841550,4.663,109.0903128,22.9758778
WY018,43,未记录,河流,387841550,4.663,109.0898182,22.975892
WY018,44,未记录,河流,387841550,4.663,109.0894241,22.975828
WY018,45,未记录,河流,387841550,4.663,109.088976,22.9754367
WY018,46,未记录,河流,387841550,4.663,109.0888291,22.9751593
WY018,47,未记录,河流,387841550,4.663,109.0889141,22.9749672
WY018,48,未记录,河流,387841550,4.663,109.0890378,22.9748107
WY018,49,未记录,河流,387841550,4.663,109.0889837,22.9745546
WY018,50,未记录,河流,387841550,4.663,109.0888291,22.9743909
WY018,51,未记录,河流,387841550,4.663,109.0885046,22.9743127
WY018,52,未记录,河流,387841550,4.663,109.0883037,22.9744478
WY018,53,未记录,河流,387841550,4.663,109.088126,22.9747609
WY018,54,未记录,河流,387841550,4.663,109.0879096,22.974832
WY018,55,未记录,河流,387841550,4.663,109.0872837,22.9745617
WY018,56,未记录,河流,387841550,4.663,109.0871137,22.9745972
WY018,57,未记录,河流,387841550,4.663,109.086851,22.9748605
WY018,58,未记录,河流,387841550,4.663,109.0864956,22.975145
WY018,59,未记录,河流,387841550,4.663,109.0864878,22.975643
WY018,60,未记录,河流,387841550,4.663,109.0861401,22.9759134
WY018,61,未记录,河流,387841550,4.663,109.0858928,22.9763331
WY018,62,未记录,河流,387841550,4.663,109.0855451,22.9765679
WY018,63,未记录,河流,387841550,4.663,109.0853365,22.9771797
WY018,64,未记录,河流,387841550,4.663,109.0851433,22.9772224
WY018,65,未记录,河流,387841550,4.663,109.0845638,22.9766532
WY018,66,未记录,河流,387841550,4.663,109.0841542,22.9765608
WY018,67,未记录,河流,387841550,4.663,109.0836597,22.9769093
WY018,68,未记录,河流,387841550,4.663,109.0831883,22.9773931
WY018,69,未记录,河流,387841550,4.663,109.0830183,22.9774358
WY018,70,未记录,河流,387841550,4.663,109.0825702,22.9772152
WY018,71,未记录,河流,387841550,4.663,109.0824929,22.9770303
WY018,72,未记录,河流,387841550,4.663,109.0825238,22.9764754
WY018,73,未记录,河流,387841550,4.663,109.0826088,22.9759774
WY018,74,未记录,河流,387841550,4.663,109.0828174,22.9758422
WY018,75,未记录,河流,387841550,4.663,109.0830183,22.9757924
WY018,76,未记录,河流,387841550,4.663,109.0831033,22.975579
WY018,77,未记录,河流,387841550,4.663,109.0830338,22.9754367
WY018,78,未记录,河流,387841550,4.663,109.0822997,22.9748107
WY018,79,未记录,河流,387841550,4.663,109.0818206,22.9739001
WY018,80,未记录,河流,387841550,4.663,109.0816738,22.9733736
WY018,81,未记录,河流,387841550,4.663,109.0813647,22.9730037
WY018,82,未记录,河流,387841550,4.663,109.0808934,22.9727191
WY018,83,未记录,河流,387841550,4.663,109.0804375,22.9726266
WY018,84,未记录,河流,387841550,4.663,109.0792707,22.9718938
WY018,85,未记录,河流,387841550,4.663,109.0783898,22.9711966
WY018,86,未记录,河流,387841550,4.663,109.0785907,22.970535
WY018,87,未记录,河流,387841550,4.663,109.0783125,22.970165
WY018,88,未记录,河流,387841550,4.663,109.0767575,22.9688508
WY018,89,未记录,河流,387841550,4.663,109.0769585,22.968189
WY018,90,未记录,河流,387841550,4.663,109.0769662,22.9678759
WY018,91,未记录,河流,387841550,4.663,109.0767266,22.967755
WY018,92,未记录,河流,387841550,4.663,109.0761393,22.9678902
WY018,93,未记录,河流,387841550,4.663,109.0757297,22.9679186
WY018,94,未记录,河流,387841550,4.663,109.0755983,22.9677052
WY018,95,未记录,河流,387841550,4.663,109.0757838,22.9672711
WY018,96,未记录,河流,387841550,4.663,109.0756447,22.967143
WY018,97,未记录,河流,387841550,4.663,109.0752829,22.9671662
WY019,1,未记录,河流,387844267,9.632,109.1003975,23.0493312
WY019,2,未记录,河流,387844267,9.632,109.1005753,23.0486766
WY019,3,未记录,河流,387844267,9.632,109.1004129,23.0483991
WY019,4,未记录,河流,387844267,9.632,109.099864,23.0483636
WY019,5,未记录,河流,387844267,9.632,109.0996011,23.0482426
WY019,6,未记录,河流,387844267,9.632,109.0990444,23.0484205
WY019,7,未记录,河流,387844267,9.632,109.098132,23.0486197
WY019,8,未记录,河流,387844267,9.632,109.0971655,23.0484774
WY019,9,未记录,河流,387844267,9.632,109.0966475,23.048022
WY019,10,未记录,河流,387844267,9.632,109.0960676,23.0476023
WY019,11,未记录,河流,387844267,9.632,109.0954954,23.0477303
WY019,12,未记录,河流,387844267,9.632,109.095016,23.0486979
WY019,13,未记录,河流,387844267,9.632,109.0947609,23.0491746
WY019,14,未记录,河流,387844267,9.632,109.0941655,23.0493098
WY019,15,未记录,河流,387844267,9.632,109.0935933,23.0489398
WY019,16,未记录,河流,387844267,9.632,109.0930212,23.0477873
WY019,17,未记录,河流,387844267,9.632,109.0926732,23.0462647
WY019,18,未记录,河流,387844267,9.632,109.0923562,23.046101
WY019,19,未记录,河流,387844267,9.632,109.0919619,23.0460939
WY019,20,未记录,河流,387844267,9.632,109.0902686,23.0454322
WY019,21,未记录,河流,387844267,9.632,109.0897583,23.0454749
WY019,22,未记录,河流,387844267,9.632,109.0895031,23.0458236
WY019,23,未记录,河流,387844267,9.632,109.0888536,23.0473177
WY019,24,未记录,河流,387844267,9.632,109.088699,23.0484774
WY019,25,未记录,河流,387844267,9.632,109.0885134,23.0488474
WY019,26,未记录,河流,387844267,9.632,109.087833,23.0488402
WY019,27,未记录,河流,387844267,9.632,109.0872222,23.0483849
WY019,28,未记录,河流,387844267,9.632,109.0866655,23.0477873
WY019,29,未记录,河流,387844267,9.632,109.0862093,23.0474884
WY019,30,未记录,河流,387844267,9.632,109.0857454,23.0471042
WY019,31,未记录,河流,387844267,9.632,109.08515,23.0465279
WY019,32,未记录,河流,387844267,9.632,109.0842918,23.0458591
WY019,33,未记录,河流,387844267,9.632,109.0831784,23.0452971
WY019,34,未记录,河流,387844267,9.632,109.0827531,23.044863
WY019,35,未记录,河流,387844267,9.632,109.0820186,23.0443081
WY019,36,未记录,河流,387844267,9.632,109.0815005,23.0435254
WY019,37,未记录,河流,387844267,9.632,109.0808936,23.0429349
WY019,38,未记录,河流,387844267,9.632,109.0803678,23.0424297
WY019,39,未记录,河流,387844267,9.632,109.0790998,23.0420171
WY019,40,未记录,河流,387844267,9.632,109.0786359,23.0419673
WY019,41,未记录,河流,387844267,9.632,109.0782571,23.0423515
WY019,42,未记录,河流,387844267,9.632,109.0770046,23.0427997
WY019,43,未记录,河流,387844267,9.632,109.0759453,23.0427855
WY019,44,未记录,河流,387844267,9.632,109.0754582,23.0426787
WY019,45,未记录,河流,387844267,9.632,109.0754273,23.0424582
WY019,46,未记录,河流,387844267,9.632,109.0753113,23.0420455
WY019,47,未记录,河流,387844267,9.632,109.0754582,23.0414194
WY019,48,未记录,河流,387844267,9.632,109.0753113,23.0404091
WY019,49,未记录,河流,387844267,9.632,109.0752263,23.040153
WY019,50,未记录,河流,387844267,9.632,109.0737418,23.0399467
WY019,51,未记录,河流,387844267,9.632,109.073046,23.0400676
WY019,52,未记录,河流,387844267,9.632,109.0723115,23.0406439
WY019,53,未记录,河流,387844267,9.632,109.07126,23.0407222
WY019,54,未记录,河流,387844267,9.632,109.0707188,23.0406439
WY019,55,未记录,河流,387844267,9.632,109.0698296,23.040089
WY019,56,未记录,河流,387844267,9.632,109.0685385,23.0393988
WY019,57,未记录,河流,387844267,9.632,109.0682988,23.039164
WY019,58,未记录,河流,387844267,9.632,109.06809,23.0384454
WY019,59,未记录,河流,387844267,9.632,109.0683993,23.037862
WY019,60,未记录,河流,387844267,9.632,109.0685385,23.0374493
WY019,61,未记录,河流,387844267,9.632,109.0684766,23.0370367
WY019,62,未记录,河流,387844267,9.632,109.068523,23.036005
WY019,63,未记录,河流,387844267,9.632,109.0687704,23.0353931
WY019,64,未记录,河流,387844267,9.632,109.0692807,23.0350587
WY019,65,未记录,河流,387844267,9.632,109.07126,23.034397
WY019,66,未记录,河流,387844267,9.632,109.0726207,23.0340127
WY019,67,未记录,河流,387844267,9.632,109.0727135,23.0337779
WY019,68,未记录,河流,387844267,9.632,109.0725125,23.0323122
WY019,69,未记录,河流,387844267,9.632,109.0717935,23.0312591
WY019,70,未记录,河流,387844267,9.632,109.0702162,23.0296866
WY019,71,未记录,河流,387844267,9.632,109.0690024,23.0287189
WY019,72,未记录,河流,387844267,9.632,109.0681905,23.028292
WY019,73,未记录,河流,387844267,9.632,109.0679277,23.0277583
WY019,74,未记录,河流,387844267,9.632,109.0674096,23.0274239
WY019,75,未记录,河流,387844267,9.632,109.0673401,23.0269329
WY019,76,未记录,河流,387844267,9.632,109.0670308,23.0261716
WY019,77,未记录,河流,387844267,9.632,109.0668839,23.0255667
WY019,78,未记录,河流,387844267,9.632,109.0667254,23.0243784
WY019,79,未记录,河流,387844267,9.632,109.0665167,23.0235602
WY019,80,未记录,河流,387844267,9.632,109.0660374,23.0227989
WY019,81,未记录,河流,387844267,9.632,109.0653493,23.0222155
WY019,82,未记录,河流,387844267,9.632,109.0651329,23.0219166
WY019,83,未记录,河流,387844267,9.632,109.0648855,23.0218384
WY019,84,未记录,河流,387844267,9.632,109.0638264,23.0206288
WY019,85,未记录,河流,387844267,9.632,109.0629064,23.0196327
WY019,86,未记录,河流,387844267,9.632,109.0623343,23.0192129
WY019,87,未记录,河流,387844267,9.632,109.0617545,23.0191418
WY019,88,未记录,河流,387844267,9.632,109.0611206,23.0197039
WY019,89,未记录,河流,387844267,9.632,109.05976,23.0204794
WY019,90,未记录,河流,387844267,9.632,109.0590333,23.0207996
WY019,91,未记录,河流,387844267,9.632,109.0580375,23.021095
WY019,92,未记录,河流,387844267,9.632,109.0569165,23.0213724
WY019,93,未记录,河流,387844267,9.632,109.0559889,23.0214222
WY019,94,未记录,河流,387844267,9.632,109.0550844,23.0212301
WY019,95,未记录,河流,387844267,9.632,109.0539635,23.0208388
WY019,96,未记录,河流,387844267,9.632,109.0538166,23.020476
WY019,97,未记录,河流,387844267,9.632,109.0541104,23.0192949
WY019,98,未记录,河流,387844267,9.632,109.0539248,23.0190032
WY019,99,未记录,河流,387844267,9.632,109.0532909,23.018932
WY019,100,未记录,河流,387844267,9.632,109.0522937,23.0190886
WY019,101,未记录,河流,387844267,9.632,109.0510413,23.0192309
WY019,102,未记录,河流,387844267,9.632,109.0492633,23.0191739
WY019,103,未记录,河流,387844267,9.632,109.047323,23.0186759
WY019,104,未记录,河流,387844267,9.632,109.0460629,23.0182774
WY020,1,未记录,河流,387844268,0.206,109.1007635,23.0511547
WY020,2,未记录,河流,387844268,0.206,109.1003975,23.0493312
WY021,1,未记录,河流,387844269,2.337,109.0460629,23.0182774
WY021,2,未记录,河流,387844269,2.337,109.0448492,23.0178648
WY021,3,未记录,河流,387844269,2.337,109.0434809,23.0177438
WY021,4,未记录,河流,387844269,2.337,109.04236,23.0172884
WY021,5,未记录,河流,387844269,2.337,109.0419657,23.0169256
WY021,6,未记录,河流,387844269,2.337,109.0419889,23.0163137
WY021,7,未记录,河流,387844269,2.337,109.0426305,23.0154599
WY021,8,未记录,河流,387844269,2.337,109.0432799,23.0151468
WY021,9,未记录,河流,387844269,2.337,109.0441225,23.0143784
WY021,10,未记录,河流,387844269,2.337,109.0440993,23.0140511
WY021,11,未记录,河流,387844269,2.337,109.0431717,23.0126209
WY021,12,未记录,河流,387844269,2.337,109.043133,23.0121655
WY021,13,未记录,河流,387844269,2.337,109.0427465,23.0114468
WY021,14,未记录,河流,387844269,2.337,109.0421667,23.010657
WY021,15,未记录,河流,387844269,2.337,109.041757,23.0104792
WY021,16,未记录,河流,387844269,2.337,109.0410999,23.0107353
WY021,17,未记录,河流,387844269,2.337,109.0406592,23.0108776
WY021,18,未记录,河流,387844269,2.337,109.0404351,23.0110697
WY021,19,未记录,河流,387844269,2.337,109.0402031,23.0111409
WY021,20,未记录,河流,387844269,2.337,109.03926,23.0112832
WY021,21,未记录,河流,387844269,2.337,109.0380463,23.0117599
WY021,22,未记录,河流,387844269,2.337,109.0374975,23.0121868
WY021,23,未记录,河流,387844269,2.337,109.0367476,23.0126422
WY021,24,未记录,河流,387844269,2.337,109.0362026,23.0128628
WY021,25,未记录,河流,387844269,2.337,109.0352093,23.0127797
WY021,26,未记录,河流,387844269,2.337,109.0335834,23.0125005
WY021,27,未记录,河流,387844269,2.337,109.0328115,23.012583313703743
WY022,1,未记录,河流,387844269,0.23,109.0328115,22.99022552361553
WY022,2,未记录,河流,387844269,0.23,109.0334486,22.9897155
WY022,3,未记录,河流,387844269,0.23,109.0334486,22.9890505
WY022,4,未记录,河流,387844269,0.23,109.0328115,22.988837235286613
WY023,1,未记录,溪流,387844270,1.37,109.0773796,23.0500321
WY023,2,未记录,溪流,387844270,1.37,109.0783918,23.0489999
WY023,3,未记录,溪流,387844270,1.37,109.0793519,23.0484141
WY023,4,未记录,溪流,387844270,1.37,109.0794941,23.047723
WY023,5,未记录,溪流,387844270,1.37,109.0795096,23.0473886
WY023,6,未记录,溪流,387844270,1.37,109.0794091,23.0469617
WY023,7,未记录,溪流,387844270,1.37,109.0794709,23.0467554
WY023,8,未记录,溪流,387844270,1.37,109.0793704,23.0462432
WY023,9,未记录,溪流,387844270,1.37,109.0788988,23.0460155
WY023,10,未记录,溪流,387844270,1.37,109.0784813,23.046108
WY023,11,未记录,溪流,387844270,1.37,109.0779633,23.0461934
WY023,12,未记录,溪流,387844270,1.37,109.0776927,23.0462788
WY023,13,未记录,溪流,387844270,1.37,109.077569,23.0462574
WY023,14,未记录,溪流,387844270,1.37,109.0774762,23.046108
WY023,15,未记录,溪流,387844270,1.37,109.0775844,23.0458875
WY023,16,未记录,溪流,387844270,1.37,109.0773448,23.0457452
WY023,17,未记录,溪流,387844270,1.37,109.0773061,23.0454677
WY023,18,未记录,溪流,387844270,1.37,109.0771901,23.045489
WY023,19,未记录,溪流,387844270,1.37,109.077051,23.0451973
WY023,20,未记录,溪流,387844270,1.37,109.0769118,23.045055
WY023,21,未记录,溪流,387844270,1.37,109.0769659,23.0445428
WY023,22,未记录,溪流,387844270,1.37,109.077221,23.0445286
WY023,23,未记录,溪流,387844270,1.37,109.0773448,23.0443436
WY023,24,未记录,溪流,387844270,1.37,109.0774375,23.0441017
WY023,25,未记录,溪流,387844270,1.37,109.0777623,23.04381
WY023,26,未记录,溪流,387844270,1.37,109.0776231,23.0437175
WY023,27,未记录,溪流,387844270,1.37,109.0774762,23.0435183
WY023,28,未记录,溪流,387844270,1.37,109.0772829,23.0435467
WY023,29,未记录,溪流,387844270,1.37,109.0768963,23.0435112
WY023,30,未记录,溪流,387844270,1.37,109.0766876,23.0433831
WY023,31,未记录,溪流,387844270,1.37,109.0764865,23.0434329
WY023,32,未记录,溪流,387844270,1.37,109.0760922,23.0432835
WY023,33,未记录,溪流,387844270,1.37,109.0755046,23.0429847
WY023,34,未记录,溪流,387844270,1.37,109.0754196,23.042757
WY023,35,未记录,溪流,387844270,1.37,109.0754582,23.0426787
WY024,1,未记录,溪流,387844271,1.011,109.0416719,23.0253994
WY024,2,未记录,溪流,387844271,1.011,109.0422285,23.0254634
WY024,3,未记录,溪流,387844271,1.011,109.042445,23.0253994
WY024,4,未记录,溪流,387844271,1.011,109.0428856,23.0254634
WY024,5,未记录,溪流,387844271,1.011,109.0432644,23.0253282
WY024,6,未记录,溪流,387844271,1.011,109.0435041,23.0253211
WY024,7,未记录,溪流,387844271,1.011,109.0435118,23.0251788
WY024,8,未记录,溪流,387844271,1.011,109.0433727,23.0249796
WY024,9,未记录,溪流,387844271,1.011,109.0434036,23.0248231
WY024,10,未记录,溪流,387844271,1.011,109.0434964,23.0247591
WY024,11,未记录,溪流,387844271,1.011,109.0437283,23.0246808
WY024,12,未记录,溪流,387844271,1.011,109.0439061,23.0244603
WY024,13,未记录,溪流,387844271,1.011,109.0440143,23.0239338
WY024,14,未记录,溪流,387844271,1.011,109.0439061,23.0236136
WY024,15,未记录,溪流,387844271,1.011,109.0439756,23.0232009
WY024,16,未记录,溪流,387844271,1.011,109.0437978,23.0226318
WY024,17,未记录,溪流,387844271,1.011,109.0432103,23.0223401
WY024,18,未记录,溪流,387844271,1.011,109.0429784,23.0220768
WY024,19,未记录,溪流,387844271,1.011,109.0430093,23.0219559
WY024,20,未记录,溪流,387844271,1.011,109.0432026,23.0218349
WY024,21,未记录,溪流,387844271,1.011,109.0430712,23.0216926
WY024,22,未记录,溪流,387844271,1.011,109.043133,23.0214863
WY024,23,未记录,溪流,387844271,1.011,109.0430944,23.0214009
WY024,24,未记录,溪流,387844271,1.011,109.0427388,23.0213226
WY024,25,未记录,溪流,387844271,1.011,109.0425532,23.0213867
WY024,26,未记录,溪流,387844271,1.011,109.0424218,23.0211803
WY024,27,未记录,溪流,387844271,1.011,109.0423445,23.0210665
WY024,28,未记录,溪流,387844271,1.011,109.0418497,23.0209242
WY024,29,未记录,溪流,387844271,1.011,109.0417183,23.0210452
WY024,30,未记录,溪流,387844271,1.011,109.0415328,23.020974
WY024,31,未记录,溪流,387844271,1.011,109.0413936,23.0206681
WY024,32,未记录,溪流,387844271,1.011,109.0413009,23.0207321
WY024,33,未记录,溪流,387844271,1.011,109.0411849,23.0208317
WY024,34,未记录,溪流,387844271,1.011,109.0410303,23.0206396
WY025,1,未记录,溪流,387844272,1.696,109.0495107,23.0275978
WY025,2,未记录,溪流,387844272,1.696,109.0494411,23.0275267
WY025,3,未记录,溪流,387844272,1.696,109.0491937,23.027484
WY025,4,未记录,溪流,387844272,1.696,109.0487531,23.0274769
WY025,5,未记录,溪流,387844272,1.696,109.0484207,23.0273915
WY025,6,未记录,溪流,387844272,1.696,109.0483279,23.0267654
WY025,7,未记录,溪流,387844272,1.696,109.0481579,23.0266516
WY025,8,未记录,溪流,387844272,1.696,109.0474467,23.0271567
WY025,9,未记录,溪流,387844272,1.696,109.0471297,23.0270927
WY025,10,未记录,溪流,387844272,1.696,109.0471142,23.0268437
WY025,11,未记录,溪流,387844272,1.696,109.0472611,23.0263029
WY025,12,未记录,溪流,387844272,1.696,109.0472225,23.0261251
WY025,13,未记录,溪流,387844272,1.696,109.0469596,23.025997
WY025,14,未记录,溪流,387844272,1.696,109.0468901,23.0258263
WY025,15,未记录,溪流,387844272,1.696,109.0470524,23.0256982
WY025,16,未记录,溪流,387844272,1.696,109.0474853,23.0256982
WY025,17,未记录,溪流,387844272,1.696,109.048011,23.0259614
